published_at,source,title,url,topics,finbert_label,finbert_score,sentiment_value
2026-02-01 00:28:47,Finviz,California BanCorp (BCAL) Caps 2025 with Profit Growth and Strong Capital Returns,https://finviz.com/news/294597/california-bancorp-bcal-caps-2025-with-profit-growth-and-strong-capital-returns,"earnings, finance",positive,0.9509,1.0
2026-02-01 00:28:48,The Globe and Mail,3 Emerging Market Stocks Leveraging South America’s Momentum,https://www.theglobeandmail.com/investing/markets/stocks/GOOGL/pressreleases/37347077/3-emerging-market-stocks-leveraging-south-americas-momentum/,"financial_markets, earnings, economy_macro, technology, finance",positive,0.5202,1.0
2026-02-01 00:30:23,https://www.moneydigest.com/,Why JPMorgan Chase Shut Down Donald Trump's Bank Accounts,https://www.moneydigest.com/2089095/why-jpmorgan-closed-donald-trump-bank-accounts/,finance,negative,0.6058,-1.0
2026-02-01 00:30:49,Summit Partners,a.k.a. Brands Introduces Platform to Acquire and Accelerate Growth of DTC Fashion Brands,https://www.summitpartners.com/news/a-k-a-brands-introduces-platform-to-acquire-and-accelerate-growth-of-dtc-fashion-brands,"mergers_and_acquisitions, retail_wholesale, finance",neutral,0.7056,0.0
2026-02-01 00:31:00,MarketBeat,Northeast Community Bancorp Inc. (NASDAQ:NECB) Sees Significant Increase in Short Interest,https://www.marketbeat.com/instant-alerts/northeast-community-bancorp-inc-nasdaqnecb-sees-significant-increase-in-short-interest-2026-01-31/,"earnings, financial_markets, finance",positive,0.9306,1.0
2026-02-01 00:31:00,MarketBeat,MDxHealth SA (NASDAQ:MDXH) Short Interest Update,https://www.marketbeat.com/instant-alerts/mdxhealth-sa-nasdaqmdxh-short-interest-update-2026-01-31/,"earnings, financial_markets, life_sciences",neutral,0.9482,0.0
2026-02-01 00:31:02,TipRanks,Thermo Fisher Scientific Earnings Call Highlights Steady Growth,https://www.tipranks.com/news/company-announcements/thermo-fisher-scientific-earnings-call-highlights-steady-growth,"earnings, mergers_and_acquisitions, life_sciences, economy_macro",positive,0.9204,1.0
2026-02-01 00:31:11,Intellectia AI,Micron Technology's Growth Potential in AI Chips for 2026,https://intellectia.ai/news/stock/micron-technologys-growth-potential-in-ai-chips-for-2026,"earnings, financial_markets, technology",positive,0.6732,1.0
2026-03-01 00:00:00,Simply Wall St,Park Hotels Ties Finance And Operations With Sean Dell’Orto Promotion,https://simplywall.st/stocks/us/real-estate/nyse-pk/park-hotels-resorts/news/park-hotels-ties-finance-and-operations-with-sean-dellorto-p/amp,"earnings, real_estate, finance, financial_markets",neutral,0.928,0.0
2026-03-01 00:00:00,Telecom Reseller / Technology Reseller News,Crexendo Announces Partnership With Technology Service Distributor AppDirect,https://telecomreseller.com/2026/02/28/crexendo-announces-partnership-with-technology-service-distributor-appdirect/,"technology, finance",positive,0.8366,1.0
2026-03-01 00:00:00,Stock Titan,"EGBN Financials: Income Statement, Balance Sheet & Cash Flow",https://www.stocktitan.net/financials/EGBN/,"earnings, finance",neutral,0.9353,0.0
2026-03-01 00:03:52,AD HOC NEWS,Centene Corp stock: Why Wall Street is suddenly watching your health plan,https://www.ad-hoc-news.de/boerse/news/ueberblick/centene-corp-stock-why-wall-street-is-suddenly-watching-your-health-plan/68622706,"earnings, life_sciences, finance, economy_fiscal",neutral,0.9062,0.0
2026-03-01 00:08:00,Finviz,MPLX LP (MPLX) Aim For Durable Distribution Growth,https://finviz.com/news/326319/mplx-lp-mplx-aim-for-durable-distribution-growth,"earnings, energy_transportation, financial_markets",neutral,0.7423,0.0
2026-03-01 00:08:00,Finviz,What Makes Energy Transfer LP (ET) Appear so Attractive,https://finviz.com/news/326318/what-makes-energy-transfer-lp-et-appear-so-attractive,"earnings, financial_markets, energy_transportation",neutral,0.9362,0.0
2026-03-01 00:08:00,Finviz - Stock Screener,Citi Maintains Buy Rating on Targa Resources Corp. (TRGP),https://finviz.com/news/326314/citi-maintains-buy-rating-on-targa-resources-corp-trgp,"financial_markets, earnings, energy_transportation",neutral,0.8923,0.0
2026-03-01 00:08:00,Finviz,TC Energy Corporation (TRP) Sparks Optimism With $8 Billion Projected Backlog,https://finviz.com/news/326323/tc-energy-corporation-trp-sparks-optimism-with-8-billion-projected-backlog,"earnings, financial_markets, energy_transportation",positive,0.8546,1.0
2026-03-01 00:08:30,Finviz - Stock Screener,"Jim Cramer Says ""When It Comes to McDonald's, I'm Still Loving It""",https://finviz.com/news/326254/jim-cramer-says-when-it-comes-to-mcdonalds-im-still-loving-it,"earnings, financial_markets, retail_wholesale",neutral,0.6121,0.0
2026-03-01 00:08:49,Traders Union,What triggered SoFi latest price surge,https://tradersunion.com/news/financial-news/show/1556227-sofi-rises-3-43percent-to-usd19-30/,"earnings, financial_markets, finance, technology",neutral,0.8793,0.0
2026-03-01 00:09:04,MSN,SPDR DoubleLine Short Duration Total Return Tactical ETF declares monthly distribution of $0.1607,http://www.msn.com/en-us/money/other/spdr-doubleline-short-duration-total-return-tactical-etf-declares-monthly-distribution-of-01607/ar-AA1Xn9hM?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,"financial_markets, finance",neutral,0.8042,0.0
2026-03-01 00:09:13,GlobeNewswire,LifeVantage Announces Financial Results for the Second Quarter of Fiscal 2026,https://www.globenewswire.com/news-release/2026/02/04/3232462/17697/en/LifeVantage-Announces-Financial-Results-for-the-Second-Quarter-of-Fiscal-2026.html,"earnings, life_sciences",neutral,0.8703,0.0
2026-03-01 00:09:17,The Globe and Mail,Adlai Nortye Reshapes Top Leadership as President Retires and R&D Chief Steps Up,https://www.theglobeandmail.com/investing/markets/stocks/ANL/pressreleases/1125138/adlai-nortye-reshapes-top-leadership-as-president-retires-and-rd-chief-steps-up/,"life_sciences, finance, earnings",negative,0.4895,-1.0
2026-03-01 00:09:17,MSN,SPDR SSGA My2031 Corporate Bond ETF declares monthly distribution of $0.0922,http://www.msn.com/en-us/money/topstocks/spdr-ssga-my2031-corporate-bond-etf-declares-monthly-distribution-of-00922/ar-AA1Xn4Il?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,"financial_markets, finance",neutral,0.7808,0.0
2026-03-01 00:09:18,MSN,SPDR SSGA My2030 Corporate Bond ETF declares monthly distribution of $0.0929,http://www.msn.com/en-us/money/topstocks/spdr-ssga-my2030-corporate-bond-etf-declares-monthly-distribution-of-00929/ar-AA1XmV9S?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,"financial_markets, finance",neutral,0.8169,0.0
2026-03-01 00:09:47,The Globe and Mail,"This International Value ETF Is Up 50% in a Year, but One Fund Slashed Its Stake by $36 Million",https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/455981/this-international-value-etf-is-up-50-in-a-year-but-one-fund-slashed-its-stake-by-36-million/,"financial_markets, finance, economy_macro",positive,0.6858,1.0
2026-03-01 00:10:00,Stock Traders Daily,(GTN.A) Risk Channels and Responsive Allocation,https://news.stocktradersdaily.com/news_release/10/GTN.A_Risk_Channels_and_Responsive_Allocation_030126121002_1772341802.html,"financial_markets, finance",neutral,0.8617,0.0
2026-03-01 00:10:38,TipRanks,"NetApp Inc. Earnings Call Highlights Growth, Margin Risks",https://www.tipranks.com/news/company-announcements/netapp-inc-earnings-call-highlights-growth-margin-risks,"earnings, technology",negative,0.4999,-1.0
2026-03-01 00:12:29,Work Truck Online,How PG&E is Doing More with Data,https://www.worktruckonline.com/10136401/how-pge-is-doing-more-with-data,"energy_transportation, technology, finance",neutral,0.8473,0.0
2026-03-01 00:13:21,AD HOC NEWS,Navigating Trade Headwinds: Jabil's Strategic Test Amid New Tariffs,https://www.ad-hoc-news.de/boerse/news/ueberblick/navigating-trade-headwinds-jabil-s-strategic-test-amid-new-tariffs/68622742,"earnings, manufacturing, financial_markets, economy_fiscal",positive,0.6314,1.0
2026-03-01 00:25:00,Sahm,Definium Therapeutics Advances DT120 ODT As Trials And Valuation Gain Focus,https://www.sahmcapital.com/news/content/definium-therapeutics-advances-dt120-odt-as-trials-and-valuation-gain-focus-2026-03-01,"life_sciences, financial_markets, earnings, finance",positive,0.9458,1.0
2026-03-01 00:26:00,Stock Traders Daily,Liquidity Mapping Around (JHCB) Price Events,https://news.stocktradersdaily.com/news_release/21/Liquidity_Mapping_Around_JHCB_Price_Events_030126122602_1772342762.html,"financial_markets, economy_macro, finance",neutral,0.9211,0.0
2026-03-01 00:29:17,Finviz - Stock Screener,"Jim Cramer Explains Why Intuit Was ""Trading Lower""",https://finviz.com/news/326255/jim-cramer-explains-why-intuit-was-trading-lower,"earnings, financial_markets, technology",negative,0.879,-1.0
2026-03-01 00:30:00,Stock Traders Daily,Understanding the Setup: (QVOY) and Scalable Risk,https://news.stocktradersdaily.com/news_release/23/Understanding_the_Setup:_QVOY_and_Scalable_Risk_030126123002_1772343002.html,"financial_markets, technology",neutral,0.8421,0.0
2026-03-01 00:30:49,Simply Wall St,Crown Castle’s Fiber Exit and Tower Focus Could Be A Game Changer For CCI,https://simplywall.st/stocks/us/real-estate/nyse-cci/crown-castle/news/crown-castles-fiber-exit-and-tower-focus-could-be-a-game-cha,earnings,positive,0.5432,1.0
2026-03-01 00:37:36,AD HOC NEWS,NextEra Energy is quietly reshaping US power – here is what it means for you,https://www.ad-hoc-news.de/boerse/news/ueberblick/nextera-energy-is-quietly-reshaping-us-power-here-is-what-it-means-for/68622814,"energy_transportation, economy_macro",neutral,0.9145,0.0
2026-03-01 00:37:38,HCA Healthcare Today,"Meet the Innovators: Nurse executive explores the art of possibility, optimizing care for colleagues and patients",https://hcahealthcaretoday.com/2026/03/01/meet-the-innovators-nurse-executive-explores-the-art-of-possibility-optimizing-care-for-colleagues-and-patients/,"life_sciences, technology",neutral,0.849,0.0
2026-03-01 00:39:00,Yahoo Finance,Unity Bancorp Announces 7% Increase in First Quarter Dividend,https://finance.yahoo.com/news/unity-bancorp-announces-7-increase-210500474.html,"earnings, finance",positive,0.9378,1.0
2026-03-01 00:42:00,Stock Traders Daily,Understanding Momentum Shifts in (STRW),https://news.stocktradersdaily.com/news_release/40/Understanding_Momentum_Shifts_in_STRW_030126124202_1772343722.html,financial_markets,positive,0.4564,1.0
2026-03-01 00:44:00,Stock Traders Daily,Trading Systems Reacting to (QRFT) Volatility,https://news.stocktradersdaily.com/news_release/43/Trading_Systems_Reacting_to_QRFT_Volatility_030126124402_1772343842.html,financial_markets,neutral,0.8714,0.0
2026-03-01 00:44:00,Yahoo Finance UK,Assessing Stock Yards Bancorp (SYBT) Valuation After Recent Share Price Weakness,https://uk.finance.yahoo.com/news/assessing-stock-yards-bancorp-sybt-011421350.html,"earnings, financial_markets, finance",neutral,0.8855,0.0
2026-03-01 00:46:00,Stock Traders Daily,Precision Trading with Cambria Global Real Estate Etf (BLDG) Risk Zones,https://news.stocktradersdaily.com/news_release/52/Precision_Trading_with_Cambria_Global_Real_Estate_Etf_BLDG_Risk_Zones_030126124602_1772343962.html,"financial_markets, real_estate, finance",neutral,0.8785,0.0
2026-03-01 00:48:00,Stock Traders Daily,(UDIV) as a Liquidity Pulse for Institutional Tactics,https://news.stocktradersdaily.com/news_release/78/UDIV_as_a_Liquidity_Pulse_for_Institutional_Tactics_030126124802_1772344082.html,"financial_markets, finance",neutral,0.7497,0.0
2026-03-01 00:49:44,Stock Titan,"ATO Financials: Income Statement, Balance Sheet & Cash Flow",https://www.stocktitan.net/financials/ATO/,"earnings, finance",neutral,0.9379,0.0
2026-03-01 00:49:51,Simply Wall St,Brown And Brown Taps Dori Henderson To Drive Technology And AI Shift,https://simplywall.st/stocks/us/insurance/nyse-bro/brown-brown/news/brown-and-brown-taps-dori-henderson-to-drive-technology-and/amp,"technology, finance",neutral,0.9151,0.0
2026-03-01 00:49:53,Nasdaq,CMS Energy Declares Quarterly Dividend on Cumulative Redeemable Perpetual Preferred Stock,https://www.nasdaq.com/press-release/cms-energy-declares-quarterly-dividend-on-cumulative-redeemable-perpetual-preferred-2?utm_source=eulerpool.com,"earnings, finance",neutral,0.8869,0.0
2026-03-01 00:50:17,Sahm,Assessing HCA Healthcare (HCA) Valuation After Strong Results Guidance Buyback And Dividend Increase,https://www.sahmcapital.com/news/content/assessing-hca-healthcare-hca-valuation-after-strong-results-guidance-buyback-and-dividend-increase-2026-02-07,"earnings, financial_markets, life_sciences, finance",neutral,0.5562,0.0
2026-03-01 00:50:19,Sahm,A Look At Genuine Parts (GPC) Valuation As Business Separation And Strong Buy Upgrade Take Shape,https://www.sahmcapital.com/news/content/a-look-at-genuine-parts-gpc-valuation-as-business-separation-and-strong-buy-upgrade-take-shape-2026-02-28,"earnings, mergers_and_acquisitions, financial_markets, retail_wholesale, economy_macro",neutral,0.7954,0.0
2026-03-01 00:50:25,Traders Union,"Invitation Homes lease shift: 8.3 point reversal in Q4 2021, Lance Lambert reveals surge in renewals",https://tradersunion.com/news/market-voices/show/1588561-invitation-homes-lease-shift/,"real_estate, economy_macro, financial_markets",negative,0.6814,-1.0
2026-03-01 00:50:37,Sahm,Can MarketAxess (MKTX) Turn a New AI-Focused CTO Hire into Lasting Trading-Margin Advantages?,https://www.sahmcapital.com/news/content/can-marketaxess-mktx-turn-a-new-ai-focused-cto-hire-into-lasting-trading-margin-advantages-2026-02-28,"technology, financial_markets, earnings",positive,0.8,1.0
2026-03-01 00:50:47,Simply Wall St,Brown And Brown Taps Dori Henderson To Drive Technology And AI Shift,https://simplywall.st/stocks/us/insurance/nyse-bro/brown-brown/news/brown-and-brown-taps-dori-henderson-to-drive-technology-and,"technology, finance",neutral,0.9151,0.0
2026-03-01 00:50:52,Cruise Hive,All Cruise Lines Impacted by Middle East Tensions So Far,https://www.cruisehive.com/all-cruise-lines-impacted-by-middle-east-tensions-so-far/200781,"energy_transportation, economy_macro",negative,0.8815,-1.0
2026-03-01 00:50:58,Intellectia AI,"SNA Stock News Today | Earnings, Events & Price Alerts",https://intellectia.ai/en/stock/SNA/news,"earnings, financial_markets, manufacturing, economy_macro",neutral,0.8974,0.0
2026-03-01 00:50:58,Barron's,Solventum Beat Wall Street Earnings Estimates. The Stock Falls.,https://www.barrons.com/articles/solventum-earnings-stock-price-670337a3?gaa_at=eafs&gaa_n=AWEtsqeG_jo60mv3bB_tcPYfSAeXtt9ikH-Btoctvw1mzOVf2QGmpibZfSmd&gaa_ts=69b605f5&gaa_sig=s-qNLLt5404EyDP9p4cCM2Jy4HC6xKx4E_AM1CmF8GzI-L8FhKABL6m5PCskfFqpzTgNUMAa2hNMeq3cELNCsA%3D%3D,"earnings, life_sciences, financial_markets",negative,0.9297,-1.0
2026-03-01 00:51:00,The Motley Fool,"7 ""Rules"" to Improve Your Stock Investing in 2026 and Beyond: Using Nvidia, Palantir, Netflix, Peloton, and Super Micro Computer Stocks as Examples",https://www.fool.com/investing/2026/02/28/how-to-invest-in-stocks-tips-improve-investing/,"financial_markets, technology, earnings",neutral,0.8789,0.0
2026-03-01 00:51:06,Simply Wall St,Verisk And S&P Climate Data Deal Tests Valuation And Growth Story,https://simplywall.st/stocks/us/commercial-services/nasdaq-vrsk/verisk-analytics/news/verisk-and-sp-climate-data-deal-tests-valuation-and-growth-s,"finance, earnings, technology, mergers_and_acquisitions",neutral,0.7729,0.0
2026-03-01 00:51:10,Simply Wall St,How Investors Are Reacting To Weyerhaeuser (WY) Strategic Land Pivot And Boardroom Refresh,https://simplywall.st/stocks/us/real-estate/nyse-wy/weyerhaeuser/news/how-investors-are-reacting-to-weyerhaeuser-wy-strategic-land,"earnings, real_estate",neutral,0.8874,0.0
2026-03-01 00:51:11,Simply Wall St,Verisk And S&P Climate Data Deal Tests Valuation And Growth Story,https://simplywall.st/stocks/us/commercial-services/nasdaq-vrsk/verisk-analytics/news/verisk-and-sp-climate-data-deal-tests-valuation-and-growth-s/amp,"earnings, finance, financial_markets",neutral,0.7729,0.0
2026-03-01 00:51:11,AD HOC NEWS,NextEra Energy is quietly reshaping US power – here is what it means for you,https://www.ad-hoc-news.de/boerse/ueberblick/nextera-energy-is-quietly-reshaping-us-power-here-is-what-it-means-for/68622814,energy_transportation,neutral,0.9145,0.0
2026-03-01 00:51:12,TradingView,"MINT ETF Analysis: Dividends, Returns AMEX:MINT",https://www.tradingview.com/symbols/AMEX-MINT/analysis/,"financial_markets, finance",neutral,0.9374,0.0
2026-04-01 00:00:00,Bitget,Service Properties Trust Leverages Hotel Asset Sales to Reduce 2027 Debt—A Strategic Move for Enhanced Quality Amid Favorable Industry Trends,https://www.bitget.com/amp/news/detail/12560605324151,"real_estate, finance, financial_markets, economy_macro",positive,0.9443,1.0
2026-04-01 00:00:03,Simply Wall Street,Chagee Holdings (NasdaqGS:CHA) Margin Compression Fuels Bearish Narrative After Q3 2025 Results,https://simplywall.st/stocks/us/consumer-services/nasdaq-cha/chagee-holdings/news/chagee-holdings-nasdaqgscha-margin-compression-fuels-bearish,"earnings, retail_wholesale, financial_markets, finance",negative,0.9637,-1.0
2026-04-01 00:01:00,FinancialContent,3 Reasons to Avoid CATY and 1 Stock to Buy Instead,https://markets.financialcontent.com/stocks/article/stockstory-2026-4-1-3-reasons-to-avoid-caty-and-1-stock-to-buy-instead,"earnings, financial_markets, finance, economy_macro, technology",neutral,0.9386,0.0
2026-04-01 00:02:00,Stock Traders Daily,Technical Reactions to PLOW Trends in Macro Strategies,https://news.stocktradersdaily.com/news_release/16/Technical_Reactions_to_PLOW_Trends_in_Macro_Strategies_040126120202_1775016122.html,financial_markets,neutral,0.8978,0.0
2026-04-01 00:04:01,qz.com,Are Investors Undervaluing General Motors (GM) Right Now?,https://qz.com/are-investors-undervaluing-general-motors-gm-right-now,"financial_markets, earnings, energy_transportation",neutral,0.7222,0.0
2026-04-01 00:06:59,TipRanks,Labcorp Sets Date for First-Quarter 2026 Results,https://www.tipranks.com/news/company-announcements/labcorp-sets-date-for-first-quarter-2026-results,"earnings, life_sciences",neutral,0.9327,0.0
2026-04-01 00:07:12,TipRanks,Alexandria Equities Adopts Simple Majority Director Removal Standard,https://www.tipranks.com/news/company-announcements/alexandria-equities-adopts-simple-majority-director-removal-standard,"real_estate, finance, financial_markets, earnings",neutral,0.9387,0.0
2026-04-01 00:07:18,GuruFocus,KraneShares Wahed Alternative Income Index ETF's Cadence Design Systems Inc(CDNS) Holding History,https://www.gurufocus.com/guru-portfolio/KraneShares%20Wahed%20Alternative%20Income%20Index%20ETF/CDNS,"financial_markets, technology",neutral,0.8801,0.0
2026-04-01 00:07:22,Heavy Duty Trucking,ConocoPhillips Academy Updates Training Programs,https://www.truckinginfo.com/news/conocophillips-academy-updates-training-programs,"energy_transportation, manufacturing",neutral,0.9027,0.0
2026-04-01 00:07:24,Bitget,Chipotle Mexican Grill (CMG) Advances but Trails the Market: Key Information,https://www.bitget.com/asia/amp/news/detail/12560605323965,"earnings, financial_markets, retail_wholesale",positive,0.4923,1.0
2026-04-01 00:07:30,inkl,Dover Earnings Preview: What to Expect,https://www.inkl.com/news/dover-earnings-preview-what-to-expect,"earnings, financial_markets, manufacturing",neutral,0.9066,0.0
2026-04-01 00:07:35,MarketBeat,Electronic Arts Inc. $EA Shares Sold by DAVENPORT & Co LLC,https://www.marketbeat.com/instant-alerts/filing-electronic-arts-inc-ea-shares-sold-by-davenport-co-llc-2026-03-31/,"financial_markets, earnings",neutral,0.9318,0.0
2026-04-01 00:07:39,Markets Mojo,"EQT Corp. Hits New 52-Week High of $68.24, Showcasing Strong Growth",https://www.marketsmojo.com/news/stocks-in-action/eqt-corp-hits-new-52-week-high-of-6824-showcasing-strong-growth-3926203,"earnings, financial_markets, energy_transportation",positive,0.9375,1.0
2026-04-01 00:07:40,Bitget,Can Diamondback (FANG) Continue Its Upward Trend as Earnings Projections Increase?,https://www.bitget.com/news/detail/12560605323069,"earnings, financial_markets, energy_transportation",positive,0.9525,1.0
2026-04-01 00:07:43,Moomoo,"Morgan Stanley Maintains Fifth Third Bancorp(FITB.US) With Buy Rating, Cuts Target Price to $60",https://www.moomoo.com/news/post/67708469/morgan-stanley-maintains-fifth-third-bancorp-fitbus-with-buy-rating,"financial_markets, finance, earnings",positive,0.4164,1.0
2026-04-01 00:07:43,GuruFocus,D.R. Horton (DHI) Expands Credit Facilities with Strategic Amendments,https://www.gurufocus.com/news/8762805/dr-horton-dhi-expands-credit-facilities-with-strategic-amendments,"finance, real_estate",positive,0.8977,1.0
2026-04-01 00:07:50,Bitget,Honeywell International Inc. (HON) Rises but Lags the Market: Essential Information for Investors,https://www.bitget.com/amp/news/detail/12560605324056,"earnings, financial_markets, finance, manufacturing",positive,0.4944,1.0
2026-04-01 00:08:00,Investing.com UK,Globe Life EVP Zorn sells $1.2m in stock after option exercise,https://m.uk.investing.com/news/insider-trading-news/globe-life-evp-zorn-sells-12m-in-stock-after-option-exercise-93CH-4587512?ampMode=1,"earnings, financial_markets",neutral,0.9489,0.0
2026-04-01 00:08:00,Stock Traders Daily,(PLUS) and the Role of Price-Sensitive Allocations,https://news.stocktradersdaily.com/news_release/21/PLUS_and_the_Role_of_Price-Sensitive_Allocations_040126120801_1775016481.html,"financial_markets, technology, finance",neutral,0.863,0.0
2026-04-01 00:08:05,MarketBeat,"The Kroger Co. (NYSE:KR) Receives Average Recommendation of ""Moderate Buy"" from Brokerages",https://www.marketbeat.com/instant-alerts/the-kroger-co-nysekr-receives-average-recommendation-of-moderate-buy-from-brokerages-2026-03-31/,"earnings, retail_wholesale, financial_markets",positive,0.9278,1.0
2026-04-01 00:08:08,Moomoo,"Truist Financial Maintains Mid-America Apartment Communities Inc(MAA.US) With Buy Rating, Cuts Target Price to $136",https://www.moomoo.com/news/post/67704397/truist-financial-maintains-mid-america-apartment-communities-inc-maaus-with,"earnings, financial_markets, finance, real_estate",positive,0.6232,1.0
2026-04-01 00:08:08,MSN,IBM and Lam Research team up to advance sub-1nm chip technology,http://www.msn.com/en-us/news/technology/ibm-and-lam-research-team-up-to-advance-sub-1nm-chip-technology/ar-AA1XVfVg?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,"technology, manufacturing",positive,0.754,1.0
2026-04-01 00:08:27,Little Black Book | LBBOnline,"Omnicom Media NZ Appoints Chief Transformation Officer, Group Product Director",https://lbbonline.com/news/omnicom-media-hires-chief-transformation-officer-group-product-director,"finance, technology",neutral,0.8784,0.0
2026-04-01 00:08:34,Stock Titan,One rewards card program now spans Royal Caribbean's 3 cruise brands,https://www.stocktitan.net/news/BAC/royal-caribbean-group-enhances-travel-loyalty-partners-with-bank-of-8aom84igkpvx.html,"finance, retail_wholesale",neutral,0.7685,0.0
2026-04-01 00:08:35,stoppress.co.nz,Omnicom Media NZ strengthens Centre of Excellence with two appointments,https://stoppress.co.nz/movings-shakings/omnicom-media-nz-strengthens-centre-of-excellence-with-two-appointments/,"finance, technology",positive,0.9315,1.0
2026-04-01 00:08:56,Markets Mojo,"Northwest Bancshares, Inc. Experiences Revision in Stock Evaluation Amid Market Fluctuations",https://www.marketsmojo.com/news/stocks-in-action/northwest-bancshares-inc-technical-trend-shifts-from-mildly-bullish-to-sideways-amid-mixed-signals-3927507,financial_markets,negative,0.96,-1.0
2026-04-01 00:09:03,TradingView,EBITDA per share of Industrial Logistics Properties Trust – FWB:1QY,https://www.tradingview.com/symbols/FWB-1QY/financials-statistics-and-ratios/ebitda-per-share/,"earnings, financial_markets, real_estate",neutral,0.8863,0.0
2026-04-01 00:09:06,TradingView,"Nexgel 2025 10-K: Revenues $11.4M, EPS (0.38)",https://www.tradingview.com/news/tradingview:e13836a538293:0-nexgel-2025-10-k-revenues-11-4m-eps-0-38/,"earnings, retail_wholesale, life_sciences, manufacturing, finance",neutral,0.9077,0.0
2026-04-01 00:09:06,TipRanks,Arq Earnings Call: PAC Strength Versus GAC Setback,https://www.tipranks.com/news/company-announcements/arq-earnings-call-pac-strength-versus-gac-setback,"earnings, manufacturing",positive,0.4788,1.0
2026-04-01 00:09:08,TradingView,Key facts: IB offers Solana custody in EU; Galaxy adds 6.5% SOL staking,https://www.tradingview.com/news/tradingview:0fe1ef8b68d6f:0-key-facts-ib-offers-solana-custody-in-eu-galaxy-adds-6-5-sol-staking/,"blockchain, finance, financial_markets",neutral,0.6169,0.0
2026-04-01 00:09:09,Markets Mojo,OceanFirst Financial Corp. Experiences Revision in Stock Evaluation Amid Mixed Market Signals,https://www.marketsmojo.com/news/stocks-in-action/oceanfirst-financial-corp-technical-trend-shifts-from-sideways-to-mildly-bearish-amid-stock-decline-3927511,"financial_markets, finance, earnings, economy_macro",negative,0.7782,-1.0
2026-04-01 00:09:09,Stock Titan,"DocGo (DCGO) CEO Bienstock has 18,811 shares withheld to cover RSU taxes",https://www.stocktitan.net/sec-filings/DCGO/form-4-doc-go-inc-insider-trading-activity-6435d06df49c.html,"finance, earnings",neutral,0.846,0.0
2026-04-01 00:09:11,Bitget,W.P. Carey Completes $580 Million in Investments for Q1'26 and Updates Credit Agreement,https://www.bitget.com/news/detail/12560605326898,"real_estate, earnings, finance, financial_markets",neutral,0.8743,0.0
2026-04-01 00:09:13,MarketBeat,British American Tobacco p.l.c. (NYSE:BTI) Short Interest Update,https://www.marketbeat.com/instant-alerts/british-american-tobacco-plc-nysebti-short-interest-update-2026-03-31/,"financial_markets, earnings",neutral,0.9402,0.0
2026-04-01 00:09:13,MSN,Here is what to know beyond why Toll Brothers Inc. (TOL) is a trending stock,https://www.msn.com/en-us/money/topstocks/here-is-what-to-know-beyond-why-toll-brothers-inc-tol-is-a-trending-stock/ar-AA1ZPMwx,"financial_markets, real_estate",neutral,0.9269,0.0
2026-04-01 00:09:14,Markets Mojo,CVB Financial Corp. Experiences Revision in Stock Evaluation Amid Mixed Technical Indicators,https://www.marketsmojo.com/news/stocks-in-action/cvb-financial-corps-technical-trend-shifts-from-sideways-to-mildly-bearish-amid-price-decline-3927469,"financial_markets, finance",negative,0.8783,-1.0
2026-04-01 00:09:16,Markets Mojo,"AptarGroup, Inc. Experiences Revision in Stock Evaluation Amid Mixed Market Signals",https://www.marketsmojo.com/news/stocks-in-action/aptargroups-technical-trend-shifts-from-mildly-bearish-to-bearish-amid-mixed-performance-3927456,"financial_markets, earnings",negative,0.7696,-1.0
2026-04-01 00:09:16,MSN,Xtrackers High Beta High Yield Bond ETF declares monthly distribution of $0.2475,http://www.msn.com/en-us/money/other/xtrackers-high-beta-high-yield-bond-etf-declares-monthly-distribution-of-02475/ar-AA1JSWSI?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,"finance, financial_markets",neutral,0.8642,0.0
2026-04-01 00:09:16,Moomoo,Earnings Call Summary | MiNK Therapeutics(INKT.US) Q4 2025 Earnings Conference,https://www.moomoo.com/news/post/67715344/earnings-call-summary-mink-therapeutics-inktus-q4-2025-earnings-conference,"earnings, life_sciences",neutral,0.8919,0.0
2026-04-01 00:09:17,Sahm,Did Hims & Hers' Novo Nordisk GLP-1 Partnership Just Shift Hims & Hers Health's (HIMS) Investment Narrative?,https://www.sahmcapital.com/news/content/did-hims-hers-novo-nordisk-glp-1-partnership-just-shift-hims-hers-healths-hims-investment-narrative-2026-04-01,"earnings, financial_markets, life_sciences",neutral,0.9175,0.0
2026-04-01 00:09:17,qz.com,"Fast-paced Momentum Stock BrightSpring Health Services, Inc. (BTSG) Is Still Trading at a Bargain",https://qz.com/fast-paced-momentum-stock-brightspring-health-services-inc-btsg-is-still-trading-at-a-bargain,"financial_markets, life_sciences, finance",positive,0.7962,1.0
